"weight","ranch","feedType","age"
1317,"SCC","Accuration",20
1223,"HAN","Accuration",21
1375,"SHR","Purina",22
1156,"SHR","Rangeland",18
1072,"TRI","Steakmaker",18
1439,"TRI","Purina",22
1320,"DCC","Wind and Rain Storm",19
1288,"TRI","Rangeland",20
1355,"EVA","Purina",21
1255,"SCC","Steakmaker",19
1242,"HAN","Rangeland",20
1337,"SHR","Wind and Rain Storm",21
1279,"WNC","Wind and Rain Storm",18
1424,"TRI","Rangeland",22
1263,"REX","Accuration",18
1245,"DCC","Purina",18
1291,"SHR","Wind and Rain Storm",20
1293,"DLL","Accuration",20
1368,"EVA","Purina",20
1323,"SHR","Rangeland",22
1387,"DLL","Wind and Rain Storm",22
1440,"REX","Rangeland",22
1446,"EVA","Purina",21
1422,"DCC","Rangeland",22
1163,"HAN","Steakmaker",18
1185,"HAN","Rangeland",19
1152,"TCL","Rangeland",18
1291,"SCC","Wind and Rain Storm",18
1219,"TCL","Rangeland",19
1167,"TCL","Rangeland",18
1275,"TCL","Rangeland",20
1440,"TCL","Rangeland",22
1276,"DLL","Wind and Rain Storm",19
1445,"REX","Rangeland",21
1297,"SCC","Rangeland",19
1191,"DCC","Steakmaker",18
1522,"TRI","Wind and Rain Storm",22
1372,"EVA","Purina",21
1305,"EVA","Purina",18
1462,"DLL","Accuration",22
1417,"WNC","Accuration",21
1189,"TCL","Rangeland",18
1317,"REX","Purina",21
1454,"DCC","Wind and Rain Storm",22
1374,"SCC","Purina",20
1303,"EVA","Purina",18
1278,"EVA","Purina",19
1381,"EVA","Purina",20
1342,"REX","Rangeland",20
1215,"REX","Purina",19
1252,"DCC","Purina",18
1142,"HAN","Steakmaker",19
1410,"WNC","Wind and Rain Storm",22
1126,"SHR","Purina",18
1287,"DLL","Purina",20
1414,"REX","Wind and Rain Storm",21
1346,"EVA","Purina",20
1296,"EVA","Purina",18
1401,"DCC","Purina",21
1219,"DLL","Rangeland",20
1402,"DCC","Wind and Rain Storm",21
1415,"EVA","Purina",21
1162,"SCC","Wind and Rain Storm",18
1374,"DLL","Accuration",22
1345,"TCL","Rangeland",22
1266,"TCL","Rangeland",19
1257,"TRI","Steakmaker",21
1324,"SCC","Rangeland",20
1250,"HAN","Wind and Rain Storm",19
1373,"DCC","Steakmaker",21
1408,"EVA","Purina",19
1255,"DCC","Accuration",20
1276,"TRI","Wind and Rain Storm",19
1343,"REX","Accuration",19
1320,"TCL","Rangeland",21
1415,"WNC","Purina",20
1404,"WNC","Rangeland",20
1296,"TCL","Rangeland",19
1235,"TCL","Rangeland",19
1494,"DCC","Wind and Rain Storm",22
1140,"SHR","Steakmaker",19
1218,"REX","Steakmaker",18
1144,"TCL","Rangeland",18
1276,"REX","Rangeland",20
1488,"WNC","Rangeland",21
1374,"DLL","Wind and Rain Storm",22
1176,"DLL","Wind and Rain Storm",18
1227,"DLL","Wind and Rain Storm",18
1545,"WNC","Wind and Rain Storm",22
1275,"TCL","Rangeland",19
1332,"DCC","Purina",20
1240,"REX","Rangeland",18
1464,"SHR","Purina",22
1322,"TCL","Rangeland",19
1291,"SCC","Wind and Rain Storm",19
1496,"DLL","Wind and Rain Storm",22
1346,"WNC","Rangeland",20
1332,"EVA","Purina",19
1382,"DCC","Wind and Rain Storm",21
1299,"TRI","Accuration",22
1344,"SHR","Rangeland",22
1274,"SCC","Wind and Rain Storm",21
1277,"TCL","Rangeland",21
1363,"SHR","Rangeland",22
1267,"DLL","Rangeland",20
1277,"TCL","Rangeland",20
1265,"DLL","Purina",19
1409,"REX","Rangeland",22
1161,"HAN","Rangeland",19
1188,"HAN","Wind and Rain Storm",19
1231,"REX","Wind and Rain Storm",18
1351,"EVA","Purina",19
1332,"WNC","Accuration",21
1170,"TRI","Wind and Rain Storm",18
1351,"TRI","Purina",18
1258,"DCC","Rangeland",18
1335,"SCC","Rangeland",18
1324,"DCC","Steakmaker",22
1178,"DCC","Steakmaker",19
1395,"TCL","Rangeland",22
1182,"HAN","Steakmaker",20
1235,"WNC","Accuration",18
1446,"WNC","Purina",21
1401,"EVA","Purina",20
1154,"HAN","Rangeland",19
1406,"TCL","Rangeland",22
1322,"SHR","Purina",21
1047,"REX","Steakmaker",18
1271,"SHR","Purina",19
1283,"SHR","Accuration",19
1386,"REX","Purina",22
1377,"TCL","Rangeland",22
1252,"SCC","Accuration",19
1253,"DLL","Rangeland",20
1465,"DLL","Purina",22
1374,"SHR","Wind and Rain Storm",22
1111,"DLL","Steakmaker",18
1381,"TCL","Rangeland",22
1268,"WNC","Steakmaker",19
1254,"SCC","Rangeland",18
1320,"SCC","Steakmaker",22
1390,"REX","Purina",22
1245,"TRI","Purina",18
1457,"REX","Rangeland",22
1268,"TRI","Accuration",19
1388,"SCC","Rangeland",20
1373,"EVA","Purina",20
1225,"REX","Purina",18
1289,"TRI","Purina",19
1301,"SCC","Rangeland",19
1291,"DLL","Accuration",20
1365,"HAN","Purina",22
1423,"REX","Rangeland",22
1119,"SHR","Purina",18
1130,"SHR","Purina",18
1241,"TRI","Steakmaker",19
1353,"EVA","Purina",19
1280,"SHR","Rangeland",20
1236,"SHR","Purina",19
1199,"TCL","Rangeland",19
1233,"REX","Purina",21
1273,"SHR","Steakmaker",19
1271,"HAN","Accuration",21
1244,"SCC","Accuration",19
1238,"TCL","Rangeland",20
1334,"DCC","Rangeland",19
1099,"SHR","Steakmaker",19
1525,"EVA","Purina",22
1210,"REX","Accuration",19
1285,"WNC","Steakmaker",20
1277,"TRI","Wind and Rain Storm",22
1291,"TCL","Rangeland",20
1336,"DCC","Accuration",21
1445,"WNC","Steakmaker",22
1063,"DCC","Steakmaker",18
1362,"REX","Purina",21
1153,"REX","Wind and Rain Storm",18
1355,"WNC","Accuration",21
1239,"EVA","Purina",18
1328,"SCC","Steakmaker",22
1353,"EVA","Purina",18
1206,"TRI","Steakmaker",19
1199,"DLL","Wind and Rain Storm",18
1270,"SCC","Wind and Rain Storm",19
1439,"DCC","Accuration",21
1116,"HAN","Steakmaker",19
1431,"TRI","Purina",22
1426,"SCC","Purina",20
1179,"DLL","Purina",18
1100,"HAN","Steakmaker",20
1226,"REX","Wind and Rain Storm",18
1256,"HAN","Purina",21
1225,"DCC","Accuration",19
1219,"WNC","Accuration",18
1278,"EVA","Purina",18
1252,"SHR","Wind and Rain Storm",20
1155,"WNC","Steakmaker",18
1174,"WNC","Steakmaker",19
1286,"EVA","Purina",19
1335,"DLL","Purina",20
1141,"HAN","Steakmaker",18
1322,"WNC","Rangeland",19
1340,"EVA","Purina",19
1552,"EVA","Purina",22
1234,"WNC","Accuration",18
1385,"DCC","Accuration",21
1111,"SHR","Wind and Rain Storm",19
1321,"TRI","Accuration",22
1303,"SHR","Rangeland",20
1183,"REX","Wind and Rain Storm",19
1247,"WNC","Steakmaker",21
1240,"DCC","Steakmaker",20
1331,"REX","Purina",21
1503,"WNC","Wind and Rain Storm",22
1291,"REX","Accuration",21
1437,"WNC","Wind and Rain Storm",21
1133,"SHR","Wind and Rain Storm",19
1529,"EVA","Purina",22
1124,"HAN","Purina",18
1224,"REX","Steakmaker",18
1534,"WNC","Rangeland",22
1411,"EVA","Purina",21
1272,"DLL","Steakmaker",22
1355,"DLL","Accuration",21
1304,"REX","Accuration",21
1238,"SHR","Rangeland",19
1280,"DLL","Wind and Rain Storm",20
1060,"HAN","Steakmaker",18
1168,"HAN","Accuration",18
1212,"SHR","Accuration",19
1341,"EVA","Purina",21
1306,"SHR","Rangeland",21
1378,"SCC","Steakmaker",22
1328,"SCC","Wind and Rain Storm",19
1282,"DCC","Steakmaker",20
1300,"WNC","Accuration",19
1228,"HAN","Purina",18
1287,"REX","Rangeland",20
1396,"TRI","Wind and Rain Storm",19
1188,"HAN","Accuration",18
1225,"SCC","Accuration",18
1256,"WNC","Accuration",19
1445,"SCC","Rangeland",20
1271,"REX","Accuration",19
1381,"TCL","Rangeland",22
1318,"WNC","Steakmaker",20
1443,"SCC","Wind and Rain Storm",20
1310,"SCC","Wind and Rain Storm",20
1488,"SCC","Purina",22
1243,"TCL","Rangeland",19
1439,"REX","Purina",22
1406,"WNC","Purina",20
1386,"EVA","Purina",19
1363,"TRI","Wind and Rain Storm",20
1306,"EVA","Purina",20
1260,"HAN","Purina",18
1312,"DLL","Purina",19
1328,"SHR","Wind and Rain Storm",22
1262,"WNC","Steakmaker",19
1188,"SHR","Accuration",19
1355,"SHR","Steakmaker",22
1425,"HAN","Rangeland",22
1309,"SHR","Purina",19
1314,"TCL","Rangeland",20
1021,"HAN","Steakmaker",19
1197,"REX","Steakmaker",21
1476,"EVA","Purina",22
1336,"TCL","Rangeland",20
1387,"WNC","Rangeland",21
1468,"EVA","Purina",22
1372,"EVA","Purina",21
1391,"SCC","Accuration",22
1283,"TCL","Rangeland",20
1393,"SHR","Accuration",22
1287,"DCC","Accuration",19
1287,"WNC","Wind and Rain Storm",19
1288,"EVA","Purina",18
1251,"DLL","Rangeland",19
1435,"WNC","Rangeland",22
1212,"WNC","Wind and Rain Storm",18
1242,"REX","Wind and Rain Storm",19
1305,"WNC","Rangeland",20
1284,"TRI","Rangeland",19
1200,"TRI","Steakmaker",19
1521,"DCC","Rangeland",22
1357,"DLL","Purina",22
1213,"HAN","Steakmaker",21
1182,"TCL","Rangeland",19
1238,"SHR","Steakmaker",21
1345,"HAN","Rangeland",22
1503,"SCC","Purina",22
1475,"EVA","Purina",22
1365,"DCC","Wind and Rain Storm",21
1294,"SCC","Steakmaker",22
1106,"SHR","Steakmaker",19
1159,"HAN","Accuration",18
1390,"WNC","Rangeland",21
1124,"SHR","Steakmaker",19
1339,"TRI","Steakmaker",20
1286,"HAN","Purina",21
1456,"EVA","Purina",22
1213,"HAN","Accuration",21
1216,"WNC","Wind and Rain Storm",19
1275,"DLL","Rangeland",18
1212,"REX","Wind and Rain Storm",18
1307,"DLL","Wind and Rain Storm",20
1426,"WNC","Rangeland",22
1231,"HAN","Accuration",20
1550,"REX","Rangeland",22
1175,"SHR","Accuration",19
1177,"SHR","Wind and Rain Storm",18
1291,"HAN","Rangeland",20
1101,"DLL","Steakmaker",19
1299,"TCL","Rangeland",21
1340,"TCL","Rangeland",19
1314,"DLL","Wind and Rain Storm",19
1386,"DCC","Purina",22
1340,"TRI","Wind and Rain Storm",22
1111,"SHR","Rangeland",19
1365,"SHR","Wind and Rain Storm",22
1439,"WNC","Purina",21
1237,"DLL","Wind and Rain Storm",18
1185,"HAN","Rangeland",18
1538,"SCC","Purina",22
1183,"SHR","Steakmaker",19
1297,"SHR","Accuration",21
1172,"WNC","Accuration",18
1215,"TCL","Rangeland",18
1456,"SCC","Rangeland",22
1359,"TCL","Rangeland",21
1306,"SHR","Accuration",20
1258,"TRI","Accuration",20
1342,"DLL","Steakmaker",22
1305,"TRI","Wind and Rain Storm",19
1346,"TRI","Purina",22
1211,"HAN","Purina",18
1272,"EVA","Purina",18
1316,"DLL","Purina",20
1460,"DCC","Wind and Rain Storm",22
1296,"TCL","Rangeland",20
1319,"DCC","Accuration",19
1370,"SCC","Accuration",19
1372,"DCC","Wind and Rain Storm",21
1301,"HAN","Accuration",20
1379,"DLL","Accuration",22
1206,"DLL","Accuration",20
1383,"SCC","Wind and Rain Storm",20
1297,"TCL","Rangeland",20
1217,"SHR","Purina",19
1200,"REX","Purina",18
1273,"DCC","Steakmaker",21
1526,"WNC","Wind and Rain Storm",21
1250,"EVA","Purina",18
1159,"SHR","Accuration",18
1321,"WNC","Accuration",19
1300,"REX","Steakmaker",19
1159,"REX","Steakmaker",18
1155,"DLL","Wind and Rain Storm",18
1479,"TRI","Rangeland",22
1283,"EVA","Purina",18
1290,"DLL","Accuration",20
1421,"TRI","Accuration",21
1345,"TCL","Rangeland",20
1099,"HAN","Rangeland",18
1329,"WNC","Wind and Rain Storm",20
1308,"EVA","Purina",20
1369,"WNC","Accuration",21
1186,"EVA","Purina",18
1268,"SCC","Steakmaker",20
1135,"WNC","Steakmaker",19
1308,"SCC","Steakmaker",22
1301,"SHR","Rangeland",19
1269,"HAN","Wind and Rain Storm",21
1308,"SHR","Rangeland",21
1139,"TRI","Steakmaker",18
1392,"WNC","Accuration",22
1432,"EVA","Purina",21
1409,"WNC","Steakmaker",22
1244,"TRI","Wind and Rain Storm",19
1324,"EVA","Purina",19
1263,"DCC","Wind and Rain Storm",19
1248,"REX","Purina",20
1067,"HAN","Accuration",18
1282,"WNC","Rangeland",19
1381,"DCC","Wind and Rain Storm",20
1273,"DLL","Accuration",19
1466,"DLL","Purina",22
1382,"TRI","Steakmaker",22
1323,"REX","Wind and Rain Storm",19
1259,"HAN","Purina",19
1084,"SHR","Accuration",18
1154,"HAN","Purina",18
1220,"WNC","Steakmaker",19
1233,"TCL","Rangeland",19
1165,"DLL","Wind and Rain Storm",19
1216,"HAN","Wind and Rain Storm",21
1179,"SHR","Steakmaker",20
1213,"TRI","Steakmaker",19
1385,"REX","Wind and Rain Storm",21
1325,"WNC","Rangeland",20
1381,"SCC","Purina",20
1305,"SHR","Wind and Rain Storm",21
1416,"EVA","Purina",20
1277,"SHR","Accuration",20
1274,"SHR","Wind and Rain Storm",19
1456,"WNC","Rangeland",22
1369,"REX","Purina",20
1366,"DCC","Accuration",22
1345,"EVA","Purina",18
1131,"SHR","Steakmaker",18
1209,"SHR","Accuration",18
1215,"REX","Wind and Rain Storm",18
1141,"TRI","Steakmaker",19
1189,"SHR","Purina",18
1508,"WNC","Rangeland",21
1452,"DCC","Wind and Rain Storm",21
1361,"WNC","Accuration",21
1293,"WNC","Purina",19
1220,"TRI","Purina",18
1345,"DLL","Wind and Rain Storm",21
1290,"TRI","Purina",18
1430,"REX","Wind and Rain Storm",22
1249,"DCC","Steakmaker",21
1253,"DCC","Rangeland",19
1314,"SCC","Rangeland",19
1479,"DCC","Purina",21
1182,"TCL","Rangeland",18
1527,"EVA","Purina",22
1363,"EVA","Purina",21
1289,"REX","Rangeland",21
1248,"SCC","Accuration",20
1215,"REX","Rangeland",19
1421,"TRI","Accuration",22
1187,"WNC","Steakmaker",18
1320,"DLL","Steakmaker",22
1368,"WNC","Accuration",20
1248,"TRI","Rangeland",19
1191,"DLL","Purina",18
1304,"TCL","Rangeland",19
1177,"DLL","Wind and Rain Storm",18
1321,"EVA","Purina",19
1255,"DLL","Wind and Rain Storm",18
1335,"REX","Purina",21
1573,"WNC","Rangeland",21
1311,"HAN","Accuration",22
1328,"DLL","Steakmaker",22
1284,"EVA","Purina",18
1207,"REX","Steakmaker",20
1295,"SCC","Wind and Rain Storm",18
1435,"DCC","Wind and Rain Storm",21
1418,"REX","Rangeland",22
1253,"TCL","Rangeland",20
1235,"SCC","Purina",18
1233,"TRI","Wind and Rain Storm",19
1336,"SCC","Wind and Rain Storm",22
1301,"DCC","Purina",20
1067,"SHR","Steakmaker",18
1331,"HAN","Wind and Rain Storm",22
1105,"HAN","Steakmaker",18
1263,"TRI","Accuration",19
1211,"REX","Steakmaker",20
1254,"SHR","Wind and Rain Storm",18
1339,"DLL","Purina",20
1172,"SCC","Steakmaker",18
1272,"SCC","Rangeland",19
1395,"SCC","Steakmaker",22
1311,"TRI","Wind and Rain Storm",18
1362,"WNC","Rangeland",20
1485,"REX","Purina",21
1285,"DCC","Accuration",19
1496,"DCC","Rangeland",22
1355,"DCC","Steakmaker",21
1326,"DCC","Rangeland",20
1312,"SCC","Accuration",22
1327,"WNC","Wind and Rain Storm",19
1237,"EVA","Purina",19
1221,"SHR","Wind and Rain Storm",18
1122,"TCL","Rangeland",18
1370,"TRI","Purina",20
1380,"DLL","Purina",22
1318,"WNC","Steakmaker",19
1257,"HAN","Steakmaker",21
1288,"TRI","Wind and Rain Storm",19
1267,"WNC","Wind and Rain Storm",19
1250,"EVA","Purina",20
1440,"DCC","Purina",22
1258,"HAN","Wind and Rain Storm",20
1364,"SCC","Wind and Rain Storm",21
1293,"DCC","Purina",18
1247,"DLL","Steakmaker",21
1467,"SCC","Wind and Rain Storm",22
1287,"DLL","Rangeland",20
1552,"EVA","Purina",22
