state,fuffer,fuffed,year,polity2,democracy,anocracy,autocracy,govtType,durable,irst,milex,milper,energy,tpop,upop,cinc,c_total,polright,civillib,freedom,population,majpower
China,0,1,1995,-7,0,0,1,Autocracy,46,95360,32929000,2930,1253377,1220224,196072,0.13,18,7,7,7,1204855040,1
China,0,0,1995,-7,0,0,1,Autocracy,46,95360,32929000,2930,1253377,1220224,196072,0.13,18,7,7,7,1204855040,1
China,0,0,1995,-7,0,0,1,Autocracy,46,95360,32929000,2930,1253377,1220224,196072,0.13,18,7,7,7,1204855040,1
China,0,0,1996,-7,0,0,1,Autocracy,47,101237,36176000,2650,1312845,1232083,203013,0.13,18,7,7,7,1217549952,1
China,0,0,1996,-7,0,0,1,Autocracy,47,101237,36176000,2650,1312845,1232083,203013,0.13,18,7,7,7,1217549952,1
China,0,1,1996,-7,0,0,1,Autocracy,47,101237,36176000,2650,1312845,1232083,203013,0.13,18,7,7,7,1217549952,1
China,0,1,1997,-7,0,0,1,Autocracy,48,108911,36551000,2600,1208057,1243738,210199,0.13,18,7,7,7,1230075008,1
China,0,0,1998,-7,0,0,1,Autocracy,49,114588,38191000,2600,1139226,1255698,217640,0.13,18,7,7,7,1242179968,1
China,0,1,1998,-7,0,0,1,Autocracy,49,114588,38191000,2600,1139226,1255698,217640,0.13,18,7,7,7,1242179968,1
China,0,0,1999,-7,0,0,1,Autocracy,50,123954,39889000,2400,1138887,1266838,225345,0.13,18,7,6,6.5,1253595008,1
China,1,0,1999,-7,0,0,1,Autocracy,50,123954,39889000,2400,1138887,1266838,225345,0.13,18,7,6,6.5,1253595008,1
China,0,0,1999,-7,0,0,1,Autocracy,50,123954,39889000,2400,1138887,1266838,225345,0.13,18,7,6,6.5,1253595008,1
China,1,0,2001,-7,0,0,1,Autocracy,52,152260,46049000,2310,1138208,1277673,240091,0.13,18,7,6,6.5,1271849984,1
China,0,0,2001,-7,0,0,1,Autocracy,52,152260,46049000,2310,1138208,1277673,240091,0.13,18,7,6,6.5,1271849984,1
China,0,0,2001,-7,0,0,1,Autocracy,52,152260,46049000,2310,1138208,1277673,240091,0.13,18,7,6,6.5,1271849984,1
China,0,0,2001,-7,0,0,1,Autocracy,52,152260,46049000,2310,1138208,1277673,240091,0.13,18,7,6,6.5,1271849984,1
China,0,0,2001,-7,0,0,1,Autocracy,52,152260,46049000,2310,1138208,1277673,240091,0.13,18,7,6,6.5,1271849984,1
Colombia,0,0,1988,8,1,0,0,Democracy,31,777,240510,76,35134,31141,13548,0,10,2,3,2.5,33620900,0
Colombia,0,1,1987,8,1,0,0,Democracy,30,691,272990,86,35249,30578,13319,0,10,2,3,2.5,32962980,0
Colombia,0,0,1980,8,1,0,0,Democracy,23,420,301170,60,27525,25892,9604,0,10,2,3,2.5,28447000,0
Colombia,0,0,1986,8,1,0,0,Democracy,29,632,402970,76,33143,30024,13076,0,10,2,3,2.5,32310430,0
Colombia,1,0,1982,8,1,0,0,Democracy,25,422,420228,70,29826,26965,10023,0,10,2,3,2.5,29732740,0
Colombia,0,1,1994,9,1,0,0,Democracy,37,694,1183000,146,40165,34520,15940,0.01,10,2,4,3,37806848,0
Colombia,0,1,1994,9,1,0,0,Democracy,37,694,1183000,146,40165,34520,15940,0.01,10,2,4,3,37806848,0
Colombia,0,1,1995,7,1,0,0,Democracy,38,714,1791000,146,41514,35099,16706,0.01,10,3,4,3.5,38558000,0
Colombia,0,1,1997,7,1,0,0,Democracy,40,734,2542000,149,31399,36162,18349,0.01,10,4,4,4,40042000,0
Colombia,1,0,2001,7,1,0,0,Democracy,44,637,2861000,158,30910,42344,21390,0.01,10,4,4,4,43035168,0
Colombia,0,1,2000,7,1,0,0,Democracy,43,660,3062000,152,30935,42321,20919,0.01,10,4,4,4,42299300,0
"Congo, (DRoC)",0,0,1997,0,0,1,0,Anocracy,0,30,308000,30,1557,48040,10973,0,9,7,6,6.5,46753568,0
"Congo, (DRoC)",0,0,1997,0,0,1,0,Anocracy,0,30,308000,30,1557,48040,10973,0,9,7,6,6.5,46753568,0
"Congo, (DRoC)",0,1,1998,0,0,1,0,Anocracy,0,30,371000,50,1568,49139,11560,0,9,7,6,6.5,48178168,0
"Congo, Republic of the",0,1,1993,5,0,1,0,Anocracy,1,0,74000,10,1718,2444,1339,0,5,3,3,3,2444760,0
"Congo, Republic of the",0,0,1995,5,0,1,0,Anocracy,3,0,49000,10,1740,2593,1465,0,5,4,4,4,2603000,0
"Congo, Republic of the",0,0,1997,-6,0,0,1,Autocracy,0,0,74000,10,814,2745,1594,0,5,4,4,4,2766970,0
"Congo, Republic of the",0,0,1997,-6,0,0,1,Autocracy,0,0,74000,10,814,2745,1594,0,5,4,4,4,2766970,0
"Congo, Republic of the",0,0,1980,-8,0,0,1,Autocracy,17,0,48980,16,552,1669,439,0,5,7,7,7,1669000,0
"Congo, Republic of the",0,1,1987,-8,0,0,1,Autocracy,24,0,100510,14,1184,2041,994,0,5,7,6,6.5,2039340,0
Costa Rica,0,1,1988,10,1,0,0,Democracy,68,0,21000,8,2107,2851,408,0,5,1,1,1,2883280,0
Costa Rica,0,1,1987,10,1,0,0,Democracy,67,0,25000,8,2173,2781,377,0,5,1,1,1,2801280,0
Costa Rica,0,1,1983,10,1,0,0,Democracy,63,0,28009,7,1458,2496,275,0,5,1,1,1,2492530,0
Costa Rica,0,1,1985,10,1,0,0,Democracy,65,0,29300,8,1813,2642,322,0,5,1,1,1,2642000,0
Costa Rica,1,0,1986,10,1,0,0,Democracy,66,0,30900,8,1976,2716,349,0,5,1,1,1,2720700,0
Costa Rica,0,1,1995,10,1,0,0,Democracy,75,0,48000,8,1698,3333,710,0,5,1,2,1.5,3430000,0
Costa Rica,0,0,1998,10,1,0,0,Democracy,78,0,70000,10,3640,3841,752,0,5,1,2,1.5,3652670,0
Croatia,1,0,1992,-3,0,1,0,Anocracy,1,102,561000,103,10961,4470,1166,0,7,3,4,3.5,4780000,0
Croatia,0,0,1992,-3,0,1,0,Anocracy,1,102,561000,103,10961,4470,1166,0,7,3,4,3.5,4780000,0
Croatia,0,1,2000,7,1,0,0,Democracy,0,71,509000,61,10418,4473,1230,0,7,4,4,4,4380000,0
Croatia,0,0,1997,-5,0,1,0,Anocracy,6,69,1241000,58,10214,4498,1202,0,7,4,4,4,4446610,0
Croatia,1,0,1996,-5,0,1,0,Anocracy,5,46,1308000,58,12305,4494,1193,0,7,4,4,4,4525580,0
Croatia,0,0,1993,-3,0,1,0,Anocracy,2,74,1340000,80,12450,4641,1171,0,7,4,4,4,4778000,0
Croatia,0,0,1993,-3,0,1,0,Anocracy,2,74,1340000,80,12450,4641,1171,0,7,4,4,4,4778000,0
Croatia,1,0,1993,-3,0,1,0,Anocracy,2,74,1340000,80,12450,4641,1171,0,7,4,4,4,4778000,0
Croatia,0,0,1995,-5,0,1,0,Anocracy,4,45,1773000,60,12728,4669,1184,0,7,4,4,4,4635000,0
Croatia,0,0,1995,-5,0,1,0,Anocracy,4,45,1773000,60,12728,4669,1184,0,7,4,4,4,4635000,0
Cuba,0,1,1980,-7,0,0,1,Autocracy,19,292,1126388,220,14676,9724,3126,0,7,6,6,6,9710000,0
Cuba,0,0,1981,-7,0,0,1,Autocracy,20,317,1272515,225,15209,9724,3353,0,8,6,6,6,9724000,0
Cuba,0,0,1983,-7,0,0,1,Autocracy,22,352,1338001,250,15715,9897,3428,0,8,6,6,6,9897000,0
Cuba,0,0,1983,-7,0,0,1,Autocracy,22,352,1338001,250,15715,9897,3428,0,8,6,6,6,9897000,0
Cuba,0,0,1987,-7,0,0,1,Autocracy,26,402,1660000,297,16858,10301,3802,0,8,6,6,6,10288000,0
Cuba,1,0,1996,-7,0,0,1,Autocracy,35,231,715000,70,14564,11019,4270,0,8,7,7,7,11019000,0
Cuba,0,1,1990,-7,0,0,1,Autocracy,29,270,1691000,297,16582,10624,4070,0,8,7,7,7,10625000,0
Cyprus,0,1,1985,10,1,0,0,Democracy,11,0,27850,13,719,647,311,0,6,1,2,1.5,648000,0
Cyprus,0,0,1983,10,1,0,0,Democracy,9,0,83642,10,806,632,295,0,6,1,2,1.5,632000,0
Cyprus,0,1,1984,10,1,0,0,Democracy,10,0,91567,10,859,640,302,0,6,1,2,1.5,640000,0
Cyprus,0,0,1986,10,1,0,0,Democracy,12,0,116920,13,876,650,276,0,6,1,2,1.5,654000,0
Cyprus,0,1,1986,10,1,0,0,Democracy,12,0,116920,13,876,650,276,0,6,1,2,1.5,654000,0
Cyprus,0,1,1987,10,1,0,0,Democracy,13,0,121010,13,1032,659,282,0,6,1,2,1.5,660000,0
Cyprus,0,1,1987,10,1,0,0,Democracy,13,0,121010,13,1032,659,282,0,6,1,2,1.5,660000,0
Cyprus,0,1,1987,10,1,0,0,Democracy,13,0,121010,13,1032,659,282,0,6,1,2,1.5,660000,0
Cyprus,0,1,1988,10,1,0,0,Democracy,14,0,124830,13,1124,664,286,0,6,1,2,1.5,665000,0
Cyprus,0,0,1988,10,1,0,0,Democracy,14,0,124830,13,1124,664,286,0,6,1,2,1.5,665000,0
Cyprus,0,1,1996,10,1,0,0,Democracy,22,0,487000,10,1108,738,344,0,6,1,1,1,738000,0
Cyprus,1,0,1993,10,1,0,0,Democracy,19,0,489000,10,1150,718,311,0,6,1,1,1,718000,0
Cyprus,0,1,1993,10,1,0,0,Democracy,19,0,489000,10,1150,718,311,0,6,1,1,1,718000,0
Cyprus,0,0,1994,10,1,0,0,Democracy,20,0,511000,10,1311,726,322,0,6,1,1,1,726000,0
Czech Republic,0,0,1999,10,1,0,0,Democracy,6,5616,1115000,54,55477,10262,2172,0,4,1,2,1.5,10283000,0
Czech Republic,0,0,2000,10,1,0,0,Democracy,7,6216,1148000,58,55481,10244,2171,0,4,1,2,1.5,10273300,0
Czech Republic,0,0,2000,10,1,0,0,Democracy,7,6216,1148000,58,55481,10244,2171,0,4,1,2,1.5,10273300,0
Denmark,0,1,1985,10,1,0,0,Democracy,39,528,1187000,29,22750,5114,1131,0,10,1,1,1,5114000,0
Denmark,0,1,1981,10,1,0,0,Democracy,35,613,1446237,33,16827,5122,1095,0,10,1,1,1,5122000,0
Denmark,0,1,1981,10,1,0,0,Democracy,35,613,1446237,33,16827,5122,1095,0,10,1,1,1,5122000,0
Denmark,0,1,1987,10,1,0,0,Democracy,41,606,1570000,28,24776,5127,1144,0,10,1,1,1,5127000,0
Denmark,0,0,2000,10,1,0,0,Democracy,54,800,2395000,22,23853,5293,1128,0,12,1,1,1,5340000,0
Denmark,0,0,2000,10,1,0,0,Democracy,54,800,2395000,22,23853,5293,1128,0,12,1,1,1,5340000,0
Denmark,0,0,1999,10,1,0,0,Democracy,53,730,2661000,27,23866,5282,1126,0,12,1,1,1,5319000,0
Denmark,0,0,1992,10,1,0,0,Democracy,46,591,2790000,28,26417,5170,1220,0,12,1,1,1,5170000,0
Denmark,0,0,1998,10,1,0,0,Democracy,52,790,2903000,25,23879,5270,1194,0,12,1,1,1,5301000,0
Djibouti,0,0,1998,-6,0,0,1,Autocracy,21,0,22000,8,173,623,383,0,5,5,6,5.5,608150,0
Djibouti,0,1,1995,-7,0,0,1,Autocracy,18,0,22000,8,22,601,348,0,5,6,6,6,580000,0
Djibouti,0,1,1986,-8,0,0,1,Autocracy,9,0,29887,4,21,456,250,0,5,6,6,6,366130,0
Dominican Republic,0,0,1986,6,1,0,0,Democracy,8,0,68690,21,3683,6565,2009,0,7,1,3,2,6575820,0
Dominican Republic,0,0,1987,6,1,0,0,Democracy,9,0,76600,21,3972,6716,2055,0,7,1,3,2,6704390,0
Dominican Republic,0,0,1994,5,0,1,0,Anocracy,16,37,115000,22,4336,7769,2474,0,7,3,3,3,7561530,0
Ecuador,1,0,1980,9,1,0,0,Democracy,1,17,194100,35,9560,7961,2269,0,2,2,2,2,7961000,0
Ecuador,0,0,1984,8,1,0,0,Democracy,5,18,224021,39,12322,8868,3145,0,2,2,2,2,8867070,0
Ecuador,0,0,1981,9,1,0,0,Democracy,2,28,247996,34,10406,8183,2373,0,2,2,2,2,8183360,0
Ecuador,0,0,1991,9,1,0,0,Democracy,12,20,260920,53,11233,10502,3528,0,2,2,2,2,10498230,0
Ecuador,0,0,1995,9,1,0,0,Democracy,16,35,530000,58,14649,11460,4681,0,2,2,3,2.5,11460000,0
Ecuador,0,1,1995,9,1,0,0,Democracy,16,35,530000,58,14649,11460,4681,0,2,2,3,2.5,11460000,0
Ecuador,1,0,1997,8,1,0,0,Democracy,18,44,692000,58,10001,11937,5370,0,2,2,4,3,11937000,0
Ecuador,1,0,1998,9,1,0,0,Democracy,19,46,543000,58,10173,12175,5744,0,2,3,3,3,12175000,0
Egypt,0,0,1985,-5,0,1,0,Anocracy,33,954,4143000,466,38058,46473,12863,0.01,10,4,4,4,46511000,0
Egypt,0,0,1980,-6,0,0,1,Autocracy,28,800,1522906,447,25614,40578,12273,0.01,9,5,5,5,40875000,0
Egypt,0,0,1990,-3,0,1,0,Anocracy,38,2325,1570000,434,49564,53270,17654,0.01,10,5,4,4.5,52442000,0
Egypt,0,0,1991,-3,0,1,0,Anocracy,39,2541,1650000,434,50847,54531,17654,0.01,10,5,4,4.5,53616928,0
Egypt,0,0,1993,-3,0,1,0,Anocracy,41,2500,2070000,424,56102,56488,18529,0.01,10,5,6,5.5,55929592,0
Egypt,0,1,1993,-3,0,1,0,Anocracy,41,2500,2070000,424,56102,56488,18529,0.01,10,5,6,5.5,55929592,0
Egypt,0,0,1981,-5,0,1,0,Anocracy,29,902,2100986,447,28216,41614,12400,0.01,9,5,5,5,41935808,0
Egypt,0,0,1981,-5,0,1,0,Anocracy,29,902,2100986,447,28216,41614,12400,0.01,9,5,5,5,41935808,0
Egypt,0,0,1983,-5,0,1,0,Anocracy,31,199,3043087,447,32366,44180,14658,0.01,10,5,5,5,44168728,0
Egypt,0,0,1983,-5,0,1,0,Anocracy,31,199,3043087,447,32366,44180,14658,0.01,10,5,5,5,44168728,0
Egypt,0,0,1983,-5,0,1,0,Anocracy,31,199,3043087,447,32366,44180,14658,0.01,10,5,5,5,44168728,0
Egypt,1,0,1983,-5,0,1,0,Anocracy,31,199,3043087,447,32366,44180,14658,0.01,10,5,5,5,44168728,0
Egypt,0,0,1984,-5,0,1,0,Anocracy,32,1153,3786908,466,35696,45229,12758,0.01,10,5,5,5,45329488,0
Egypt,1,0,1989,-5,0,1,0,Anocracy,37,2114,4270000,450,46943,51477,16875,0.01,10,5,4,4.5,51257168,0
Egypt,0,1,1994,-3,0,1,0,Anocracy,42,2622,2234000,430,59128,57851,18581,0.01,10,6,6,6,57063528,0
Egypt,1,0,1995,-3,0,1,0,Anocracy,43,2642,2506000,430,62849,59226,18633,0.01,10,6,6,6,58180000,0
Egypt,1,0,1996,-3,0,1,0,Anocracy,44,2618,2742000,430,67314,60603,18685,0.01,10,6,6,6,59272000,0
Egypt,0,0,1999,-6,0,0,1,Autocracy,0,2627,2988000,430,50535,67226,19602,0.01,10,6,6,6,62770000,0
El Salvador,0,0,1993,7,1,0,0,Democracy,9,37,100000,49,2808,5393,1607,0,4,3,3,3,5423050,0
El Salvador,1,0,1989,6,1,0,0,Democracy,5,0,139230,45,3074,5193,1253,0,4,3,3,3,5022680,0
El Salvador,1,0,1997,7,1,0,0,Democracy,13,45,176000,15,2895,5928,1968,0,4,3,3,3,5911000,0
El Salvador,0,0,1985,6,1,0,0,Democracy,1,0,252000,48,3305,4856,970,0,4,3,5,4,4770000,0
Equatorial Guinea,1,0,2000,-5,0,1,0,Anocracy,31,0,4000,1,66,453,173,0,4,7,7,7,457000,0
Eritrea,1,0,1995,-6,0,0,1,Autocracy,2,0,40000,45,21,3171,392,0,5,6,5,5.5,3574000,0
Eritrea,1,0,1995,-6,0,0,1,Autocracy,2,0,40000,45,21,3171,392,0,5,6,5,5.5,3574000,0
Eritrea,0,0,1994,-6,0,0,1,Autocracy,1,0,41000,55,21,3084,375,0,5,6,5,5.5,3482430,0
Eritrea,1,0,1996,-6,0,0,1,Autocracy,3,0,61000,45,21,3280,410,0,5,6,4,5,3670000,0
Eritrea,1,0,1997,-6,0,0,1,Autocracy,4,0,196000,55,22,3409,429,0,5,6,4,5,3773000,0
Eritrea,0,0,1998,-6,0,0,1,Autocracy,5,0,297000,100,22,3577,449,0,5,6,4,5,3879000,0
Eritrea,1,0,1998,-6,0,0,1,Autocracy,5,0,297000,100,22,3577,449,0,5,6,4,5,3879000,0
Eritrea,1,0,1999,-6,0,0,1,Autocracy,6,0,309000,215,22,3719,469,0,5,6,4,5,3991000,0
Estonia,0,0,2000,6,1,0,0,Democracy,9,1,78000,5,7102,1396,500,0,7,1,2,1.5,1369500,0
Estonia,0,0,2000,6,1,0,0,Democracy,9,1,78000,5,7102,1396,500,0,7,1,2,1.5,1369500,0
Estonia,1,0,1992,6,1,0,0,Democracy,1,3,37300,3,7850,1544,578,0,7,2,3,2.5,1533000,0
Ethiopia,0,0,1988,-8,0,0,1,Autocracy,13,0,536300,250,100,48587,2123,0,7,6,7,6.5,47643232,0
Ethiopia,1,0,1980,-7,0,0,1,Autocracy,5,0,382043,250,82,31065,1720,0,7,7,7,7,37717000,0
Ethiopia,1,0,1986,-8,0,0,1,Autocracy,11,0,445860,300,99,45737,1894,0,7,7,7,7,44658928,0
Ethiopia,1,0,1985,-8,0,0,1,Autocracy,10,0,446860,240,98,44255,1748,0,7,7,7,7,43350000,0
Ethiopia,1,0,1982,-7,0,0,1,Autocracy,7,0,459086,240,94,32775,1662,0,7,7,7,7,39863320,0
Ethiopia,1,0,1987,-8,0,0,1,Autocracy,12,0,471590,300,100,47189,2122,0,7,7,7,7,46087060,0
Ethiopia,0,0,1987,-8,0,0,1,Autocracy,12,0,471590,300,100,47189,2122,0,7,7,7,7,46087060,0
Ethiopia,0,0,1983,-7,0,0,1,Autocracy,8,0,504325,240,99,33680,1969,0,7,7,7,7,40990000,0
Ethiopia,1,0,1984,-8,0,0,1,Autocracy,9,0,548706,190,97,42072,1687,0,7,7,7,7,42152320,0
Ethiopia,1,0,1984,-8,0,0,1,Autocracy,9,0,548706,190,97,42072,1687,0,7,7,7,7,42152320,0
Finland,0,0,2000,10,1,0,0,Democracy,56,4096,1560000,32,37184,5176,1412,0,7,1,1,1,5172000,0
Finland,0,0,2000,10,1,0,0,Democracy,56,4096,1560000,32,37184,5176,1412,0,7,1,1,1,5172000,0
France,1,0,1985,8,1,0,0,Democracy,16,19008,16716000,563,180073,55284,9239,0.02,12,1,2,1.5,55170000,1
France,0,0,1985,8,1,0,0,Democracy,16,19008,16716000,563,180073,55284,9239,0.02,12,1,2,1.5,55170000,1
France,1,0,1984,8,1,0,0,Democracy,15,19000,20212036,571,182525,55026,9121,0.02,12,1,2,1.5,54947000,1
France,1,0,1984,8,1,0,0,Democracy,15,19000,20212036,571,182525,55026,9121,0.02,12,1,2,1.5,54947000,1
France,0,0,1983,8,1,0,0,Democracy,14,17582,21654890,578,183801,54728,9004,0.02,12,1,2,1.5,54728000,1
France,0,0,1986,9,1,0,0,Democracy,17,17865,24230000,558,172273,55547,9359,0.02,12,1,2,1.5,55394000,1
France,0,0,1980,8,1,0,0,Democracy,11,23176,26424988,575,249515,53880,10225,0.02,12,1,2,1.5,53880000,1
France,0,0,1980,8,1,0,0,Democracy,11,23176,26424988,575,249515,53880,10225,0.02,12,1,2,1.5,53880000,1
France,0,0,1989,9,1,0,0,Democracy,20,16800,28580000,558,165002,56423,9728,0.02,12,1,2,1.5,56436000,1
France,1,0,1989,9,1,0,0,Democracy,20,16800,28580000,558,165002,56423,9728,0.02,12,1,2,1.5,56436000,1
France,0,0,1987,9,1,0,0,Democracy,18,17693,29580000,559,160434,55824,9480,0.02,12,1,2,1.5,55630000,1
France,0,1,1987,9,1,0,0,Democracy,18,17693,29580000,559,160434,55824,9480,0.02,12,1,2,1.5,55630000,1
France,0,0,1988,9,1,0,0,Democracy,19,19122,30700000,558,161416,56118,9603,0.02,12,1,2,1.5,55884000,1
France,0,1,1988,9,1,0,0,Democracy,19,19122,30700000,558,161416,56118,9603,0.02,12,1,2,1.5,55884000,1
France,0,0,2001,9,1,0,0,Democracy,32,19343,32909000,274,338281,59082,10523,0.02,14,1,2,1.5,59190600,1
France,0,0,2000,9,1,0,0,Democracy,31,20954,34053000,294,337539,59080,10462,0.02,14,1,2,1.5,58893000,1
France,0,0,2000,9,1,0,0,Democracy,31,20954,34053000,294,337539,59080,10462,0.02,14,1,2,1.5,58893000,1
France,0,0,1990,9,1,0,0,Democracy,21,19020,34790000,554,170048,56735,9854,0.02,13,1,2,1.5,56735000,1
France,1,0,1990,9,1,0,0,Democracy,21,19020,34790000,554,170048,56735,9854,0.02,13,1,2,1.5,56735000,1
France,0,0,1992,9,1,0,0,Democracy,23,18024,34870000,542,189907,57374,9986,0.02,12,1,2,1.5,57242300,1
France,0,1,1992,9,1,0,0,Democracy,23,18024,34870000,542,189907,57374,9986,0.02,12,1,2,1.5,57242300,1
France,0,0,1993,9,1,0,0,Democracy,24,17112,37200000,506,190923,57654,10053,0.02,14,1,2,1.5,57469500,1
France,0,0,1993,9,1,0,0,Democracy,24,17112,37200000,506,190923,57654,10053,0.02,14,1,2,1.5,57469500,1
France,0,0,1993,9,1,0,0,Democracy,24,17112,37200000,506,190923,57654,10053,0.02,14,1,2,1.5,57469500,1
France,0,0,1991,9,1,0,0,Democracy,22,18432,37340000,554,183698,57055,9920,0.02,12,1,2,1.5,56977500,1
France,0,0,1991,9,1,0,0,Democracy,22,18432,37340000,554,183698,57055,9920,0.02,12,1,2,1.5,56977500,1
France,0,0,1999,9,1,0,0,Democracy,30,20200,37811000,421,336803,58886,10402,0.02,14,1,2,1.5,58620000,1
France,0,0,1999,9,1,0,0,Democracy,30,20200,37811000,421,336803,58886,10402,0.02,14,1,2,1.5,58620000,1
France,0,0,1998,9,1,0,0,Democracy,29,20126,40834000,449,336064,58683,10346,0.02,14,1,2,1.5,58398000,1
France,0,0,1994,9,1,0,0,Democracy,25,18031,45184000,506,185745,57900,10121,0.02,14,1,2,1.5,57661200,1
Georgia,0,0,1999,5,0,1,0,Anocracy,8,7,111000,14,3594,5006,1911,0,5,3,4,3.5,5452000,0
Georgia,0,0,2000,5,0,1,0,Anocracy,0,7,290000,27,3614,4968,1909,0,5,3,4,3.5,5364930,0
Georgia,0,0,2000,5,0,1,0,Anocracy,0,7,290000,27,3614,4968,1909,0,5,3,4,3.5,5364930,0
Georgia,0,0,1997,5,0,1,0,Anocracy,6,104,109000,11,3239,5434,1915,0,5,4,4,4,5431000,0
Georgia,0,0,1996,5,0,1,0,Anocracy,5,82,110000,5,1148,5411,1917,0,5,4,5,4.5,5420000,0
Georgia,0,0,2001,5,0,1,0,Anocracy,0,7,265000,17,3635,4967,1907,0,5,4,4,4,5279250,0
Georgia,0,1,1992,4,0,1,0,Anocracy,1,529,850000,25,7942,5455,1923,0,5,6,5,5.5,5454900,0
Germany,0,0,2001,10,1,0,0,Democracy,11,44803,26902000,308,461815,82220,25390,0.03,16,1,2,1.5,82333000,1
Germany,0,0,2000,10,1,0,0,Democracy,10,46376,27924000,221,461503,82220,25347,0.03,16,1,2,1.5,82210000,1
Germany,0,0,2000,10,1,0,0,Democracy,10,46376,27924000,221,461503,82220,25347,0.03,16,1,2,1.5,82210000,1
Germany,0,0,1999,10,1,0,0,Democracy,9,42062,31182000,331,461193,82178,25304,0.03,16,1,2,1.5,82087000,1
Germany,0,0,1999,10,1,0,0,Democracy,9,42062,31182000,331,461193,82178,25304,0.03,16,1,2,1.5,82087000,1
Germany,0,0,1991,10,1,0,0,Democracy,1,42169,32300000,457,389310,79984,25888,0.03,16,1,2,1.5,80014000,1
Germany,0,0,1992,10,1,0,0,Democracy,2,39711,33380000,442,387025,80570,26105,0.03,16,1,2,1.5,80624000,1
Germany,0,0,1998,10,1,0,0,Democracy,8,44046,33802000,333,460822,82133,25386,0.03,16,1,2,1.5,82047000,1
Ghana,1,0,1982,-7,0,0,1,Autocracy,1,0,214087,9,5938,11521,1477,0,5,2,3,2.5,11358280,0
Ghana,0,0,1997,2,0,1,0,Anocracy,1,25,134000,7,2368,18338,2231,0,5,3,4,3.5,18048340,0
Ghana,0,0,1993,-1,0,1,0,Anocracy,1,19,51000,7,8920,16385,1980,0,5,5,5,5,16549970,0
Ghana,0,0,1994,-1,0,1,0,Anocracy,2,20,105000,7,9786,16856,2047,0,5,5,4,4.5,16945270,0
Ghana,0,0,1994,-1,0,1,0,Anocracy,2,20,105000,7,9786,16856,2047,0,5,5,4,4.5,16945270,0
Greece,0,0,1984,8,1,0,0,Democracy,9,772,2412598,197,26921,9896,2145,0,9,1,2,1.5,9896000,0
Greece,0,1,1983,8,1,0,0,Democracy,8,755,2526137,177,28310,9847,2127,0,9,1,2,1.5,9847000,0
Greece,0,1,1982,8,1,0,0,Democracy,7,910,2638747,186,28108,9790,2110,0,9,1,2,1.5,9790000,0
Greece,0,1,1982,8,1,0,0,Democracy,7,910,2638747,186,28108,9790,2110,0,9,1,2,1.5,9790000,0
Greece,1,0,1994,10,1,0,0,Democracy,19,848,3300000,206,33459,10426,2289,0,10,1,3,2,10426000,0
Greece,1,0,1994,10,1,0,0,Democracy,19,848,3300000,206,33459,10426,2289,0,10,1,3,2,10426000,0
Greece,0,0,1990,10,1,0,0,Democracy,15,999,3920000,201,33483,10161,2225,0,9,1,2,1.5,10161000,0
Greece,0,0,1992,10,1,0,0,Democracy,17,924,4400000,208,32364,10322,2256,0,10,1,2,1.5,10322000,0
Greece,0,1,1995,10,1,0,0,Democracy,20,939,5056000,213,34485,10454,2302,0,10,1,3,2,10458000,0
Greece,0,0,1999,10,1,0,0,Democracy,24,951,5206000,204,37750,10626,2356,0,10,1,3,2,10538000,0
Greece,0,0,1999,10,1,0,0,Democracy,24,951,5206000,204,37750,10626,2356,0,10,1,3,2,10538000,0
Greece,0,0,1999,10,1,0,0,Democracy,24,951,5206000,204,37750,10626,2356,0,10,1,3,2,10538000,0
Greece,0,0,2001,10,1,0,0,Democracy,26,1281,5517000,159,37778,10645,2378,0,10,1,3,2,10590870,0
Greece,0,0,2001,10,1,0,0,Democracy,26,1281,5517000,159,37778,10645,2378,0,10,1,3,2,10590870,0
Greece,0,0,2001,10,1,0,0,Democracy,26,1281,5517000,159,37778,10645,2378,0,10,1,3,2,10590870,0
Greece,0,0,2000,10,1,0,0,Democracy,25,1088,5528000,159,37764,10645,2367,0,10,1,3,2,10560000,0
Greece,0,0,2000,10,1,0,0,Democracy,25,1088,5528000,159,37764,10645,2367,0,10,1,3,2,10560000,0
Greece,0,0,2000,10,1,0,0,Democracy,25,1088,5528000,159,37764,10645,2367,0,10,1,3,2,10560000,0
Greece,0,0,2000,10,1,0,0,Democracy,25,1088,5528000,159,37764,10645,2367,0,10,1,3,2,10560000,0
Greece,0,0,1997,10,1,0,0,Democracy,22,1016,5552000,206,36134,10522,2329,0,10,1,3,2,10497000,0
Greece,1,0,1997,10,1,0,0,Democracy,22,1016,5552000,206,36134,10522,2329,0,10,1,3,2,10497000,0
Greece,0,0,1997,10,1,0,0,Democracy,22,1016,5552000,206,36134,10522,2329,0,10,1,3,2,10497000,0
Greece,0,0,1996,10,1,0,0,Democracy,21,848,5700000,212,40518,10475,2316,0,10,1,3,2,10475000,0
Greece,0,0,1998,10,1,0,0,Democracy,23,1109,5951000,202,37736,10600,2343,0,10,1,3,2,10515000,0
Greece,1,0,1986,10,1,0,0,Democracy,11,1009,1710000,202,31416,9967,2170,0,9,2,2,2,9964000,0
Greece,0,1,1986,10,1,0,0,Democracy,11,1009,1710000,202,31416,9967,2170,0,9,2,2,2,9964000,0
Greece,0,1,1987,10,1,0,0,Democracy,12,908,2130000,199,32378,10001,2183,0,9,2,2,2,10001000,0
